基金名稱,類型,幣別,國泰世華,元大銀行,兆豐銀行,高雄銀行,渣打銀行,華泰銀行,京城銀行,將來銀行,連線銀行,永豐銀行,台中商銀,瑞興銀行,王道銀行,中國信託,玉山銀行,板信商銀,三信銀行,彰化銀行,巴黎銀行,陽信銀行,華南銀行,土地銀行,滙豐銀行,遠東銀行,星展銀行,花旗銀行(併入星展銀行),安泰銀行,臺灣企銀,上海銀行,聯邦銀行,台灣銀行,凱基銀行,第一銀行,台北富邦銀行,日盛銀行(併入台北富邦銀),台新銀行,新光銀行,瑞士銀行,合作金庫
野村多元收益多重資產基金,後收月配,美元,●,C207,7G05,●,●,D304,●,●,●,●,41A7,J707,53012,●,9742,ZG05,03Z5,0BA5,●,●,8D46,P204,●,EL06,●,X,4N05,●,6I08,YD01,P507,HA02,96AS,DV01,●,3D11,9X07,X,Y506
野村多元收益多重資產基金,後收月配,人民幣,●,C208,7G06,●,●,D305,●,●,●,●,41A8,J708,53013,●,9744,ZG06,●,0BA6,●,●,8D49,P205,●,EL07,●,X,4N04,●,6I09,YD02,P508,HA03,96AT,DV02,●,3F05,9X08,X,Y507
野村多元收益多重資產基金,TISA,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村亞太新興債券基金,前收累積,新臺幣,10370067,CA60,7042,5851,●,2447,10040072,●,●,K50,5759,IN55,2043,55500057,2151,14F8,●,8891,●,7752,6066,D655,●,IN43,●,X,8946,5044,7848,6560,3438,●,●,3602,●,●,1568,X,7151
野村亞太新興債券基金,前收累積,美元,●,C131,●,5853,●,5522,●,●,●,CKC,●,D225,2045,●,4721,87F5,●,●,●,6C29,8D15,●,●,●,●,X,9J21,●,7H09,●,DE12,●,●,●,●,●,●,X,●
野村亞太新興債券基金,前收累積,人民幣,●,C133,●,5855,●,5524,10040074,●,●,CLA,●,D227,2047,●,4723,87F7,●,●,●,6C31,8D17,●,●,●,●,X,9J23,●,7Z12,●,DE16,●,●,●,●,●,●,X,●
野村亞太新興債券基金,前收月配,新臺幣,10370068,CA61,7043,5852,●,2448,10040073,●,●,K51,5760,IN56,2044,55500058,2152,14F9,365,8892,●,7753,6067,●,●,IN44,69041,X,8947,5043,7849,6559,3439,IG32,●,●,●,●,1565,X,●
野村亞太新興債券基金,前收月配,美元,●,C132,●,5854,●,5523,●,●,●,CKD,4131,D226,2046,●,4722,87F6,●,●,●,6C30,●,●,●,●,●,X,9J22,●,7H10,ZB32,DE13,●,●,●,●,●,9J24,X,●
野村亞太新興債券基金,前收月配,人民幣,●,C134,●,5856,●,5525,10040075,●,●,CLB,4132,D228,2048,●,4724,87F8,●,●,●,6C32,8D18,●,●,●,●,X,9J24,●,7Z13,ZB33,DE17,●,●,●,●,●,9J25,X,●
野村亞太新興債券基金,後收累積,新臺幣,●,CB03,●,●,●,●,●,●,●,C2O,90A1,I709,●,●,8151,●,03N3,●,●,●,●,●,●,●,●,X,●,●,6908,VK05,N501,●,●,●,●,●,4701,X,●
野村亞太新興債券基金,後收月配,新臺幣,●,CB04,●,●,●,●,●,●,●,C3O,90A2,I710,●,●,8152,●,●,●,●,●,●,●,●,●,●,X,●,●,6909,VK06,N502,●,●,●,●,●,4702,X,●
野村亞太新興債券基金,後收月配,美元,●,C203,●,●,●,●,●,●,●,CP1,41A1,J712,●,●,9722,●,●,●,●,●,●,●,●,●,●,X,●,●,6I05,YD05,P501,●,●,●,●,●,9X01,X,●
野村亞太新興債券基金,後收月配,人民幣,●,C204,●,●,●,●,●,●,●,CQ1,41A2,J713,●,●,9724,●,03Z7,●,●,●,●,●,●,●,●,X,●,●,6I06,YD06,P502,●,●,●,●,●,9X02,X,●
野村全球金融收益基金,前收累積,新臺幣,X,CA75,7044,5877,X,●,●,V,V,K76,5765,●,2053,55500061,2158,14FH,●,8893,V,7759,6071,D651,6323,IN74,●,X,8958,●,7856,6561,3440,AO41,52CG,3659,5859,3342,1572,X,8144
野村全球金融收益基金,前收累積,美元,X,C139,7I21,5879,X,●,●,●,●,K78,4141,●,2055,65500032,4736,87FM,●,0B30,V,6C47,8D25,K433,8F06,CN26,●,X,9J44,●,7H18,ZB35,DE18,OA38,52CI,DD09,N01J,5352,9J38,X,CC48
野村全球金融收益基金,前收累積,人民幣,X,C141,7I23,5881,X,●,●,●,●,CL8,4143,●,2057,65500034,4738,87FO,●,0B32,V,6C49,8D27,K435,8F08,CN28,●,X,9J46,●,7Z19,ZB37,DE14,OA40,52CK,DE08,N01L,9202,9J39,X,CC50
野村全球金融收益基金,前收月配,新臺幣,10370087,CA76,7045,5878,X,●,●,V,V,K75,5766,IN58,2054,55500062,2159,14FI,369,8894,●,7760,6072,D652,6324,IN75,●,X,8959,●,7857,6562,3441,AO42,52CH,3660,5860,3343,1571,X,8145
野村全球金融收益基金,前收月配,美元,X,C140,7I22,5880,X,●,●,●,●,K77,4142,D234,2056,65500033,4737,87FN,382,0B31,V,6C48,8D26,K434,8F07,CN27,●,X,9J45,●,7H19,ZB36,DE19,OA39,52CJ,DD10,N01K,5353,9J34,X,CC49
野村全球金融收益基金,前收月配,人民幣,X,C142,7I24,5882,X,●,●,●,●,CL7,4144,D236,2058,65500035,4739,87FP,384,0B33,V,6C50,8D28,K436,8F09,CN29,●,X,9J47,●,7Z20,ZB38,DE15,OA41,52CL,DE09,N01M,9203,9J35,X,CC51
野村全球金融收益基金,前收月配,日幣,X,●,●,●,X,●,●,●,●,●,●,●,●,●,4757,●,●,●,●,●,●,●,●,●,●,X,●,●,●,●,●,●,●,●,●,●,●,X,●
野村全球金融收益基金,後收累積,新臺幣,1037B014,CB01,8707,●,X,●,●,●,●,C2P,90A5,I707,53030,55500063,8158,YG02,●,88A3,●,●,6073,H212,MF03,EM01,●,X,5G02,●,6904,VK03,N505,AH07,96AD,4903,●,3C01,4705,X,Z501
野村全球金融收益基金,後收累積,美元,X,C209,7G07,●,X,●,●,●,●,C0S,41A9,J709,53015,65500040,9736,●,●,0BA7,●,●,8D33 ,P212,MG05,EL01,●,X,4N02,●,6I07,YD09,P509,HA08,96AZ,DV03,●,3D01,9X09,X,Y503
野村全球金融收益基金,後收月配,新臺幣,1037B015,CB02,8708,●,X,●,●,●,●,C1P,90A6,I708,53014,55500064,8159,YG03,03N2,88A4,●,●,6074,H213,MF04,EM02,●,X,5G01,●,6905,VK04,N506,AH08,96AE,4904,●,3C02,4706,X,Z502
野村全球金融收益基金,後收月配,美元,1037B016,C201,7G08,●,X,●,●,●,●,CP9,41A5,J710,53016,65500036,9737,ZG03,03Z6,0BA3,●,●,8D29,P213,MG06,EL02,●,X,4N01,●,6I01,YD03,P505,HA09,96AF,DV04,●,3D02,9X05,X,Y501
野村全球金融收益基金,後收月配,人民幣,X,C202,7G09,●,X,●,●,●,●,CQ5,41A6,J711,53017,65500037,9739,ZG04,03Z8,0BA4,●,●,8D30,P214,MG07,EL03,●,X,4N03,●,6I02,YD04,P506,●,96AG,DV05,●,3F01,9X06,X,Y502
野村全球金融收益基金,後收月配,日幣,X,●,●,●,X,●,●,●,●,●,●,●,●,●,9757,●,●,●,●,●,●,●,●,●,●,X,●,●,●,●,●,●,●,●,●,●,●,X,●
野村特別時機非投資等級債券基金,前收累積,新臺幣,10370077,X,7046,●,X,2455,●,V,V,K71,5767,IN60,2059,55500069,2162,1447,372,8822,●,7755,6075,D653,6317,●,●,X,8960,●,7859,6563,3442,AO43,52CO,3661,●,3345,1573,●,●
野村特別時機非投資等級債券基金,前收累積,美元,10370079,X,7I25,●,X,5537,●,●,●,K73,4145,D238,2061,65500045,4745,8712,380,0B37,●,6C40,8D34,K437,8F01,●,●,X,9J49,●,7H22,ZB39,DE27,OA42,52CQ,DD12,●,5355,●,●,●
野村特別時機非投資等級債券基金,前收累積,人民幣,10370081,X,7I27,●,X,5538,●,●,●,CL5,4147,D240,2063,●,4747,8714,03M8,0B39,●,6C42,8D36,K439,8F03,●,●,X,9J51,●,7Z23,●,DE29,OA44,52CW,DE10,●,9204,●,●,●
野村特別時機非投資等級債券基金,前收月配,新臺幣,10370078,X,7047,●,X,2456,●,V,V,K72,5768,IN61,2060,55500070,2163,1448,370,8823,●,7756,6076,D654,6318,●,●,X,8961,●,7860,6564,3443,AO44,52CP,3662,●,3346,1574,●,●
野村特別時機非投資等級債券基金,前收月配,美元,10370080,X,7I26,●,X,5539,●,●,●,K74,4146,D239,2062,65500046,4746,8713,379,0B38,●,6C41,8D35,K438,8F02,●,●,X,9J50,●,7H23,ZB40,DE28,OA43,52CR,DD13,●,5356,9J41,●,●
野村特別時機非投資等級債券基金,前收月配,人民幣,10370082,X,7I28,●,X,5540,●,●,●,CL6,4148,D241,2064,●,4748,8715,03M7,0B40,●,6C43,8D37,K440,8F04,●,●,X,9J52,●,7Z24,●,DE30,OA45,52CX,DE11,●,9205,9J42,●,●
野村特別時機非投資等級債券基金,前收月配,澳幣,10370083,X,7I29,●,X,5541,●,●,●,●,4149,D242,2065,●,4749,●,378,0B41,●,6C44,●,K441,8F05,●,●,X,9J53,●,7Z25,●,●,OA46,52CY,DE12,●,●,9J44,●,●
野村特別時機非投資等級債券基金,後收累積,新臺幣,1037B005,X,8709,●,X,●,●,●,●,C90,90A9,I701,53018,●,8162,●,03N7,88A8,●,●,●,●,MF01,●,●,X,5G05,●,6913,VK09,N510,AH05,96AH,4906,●,3C04,4710,●,●
野村特別時機非投資等級債券基金,後收累積,美元,1037B007,X,7G10,●,X,●,●,●,●,CP7,41AA,J701,53020,●,9745,●,03Z4,0BB1,●,●,8D38,●,MG01,●,●,X,4N06,●,6I11,YD10,P511,HA04,●,DV07,●,3D04,9X14,●,●
野村特別時機非投資等級債券基金,後收月配,新臺幣,1037B006,X,8710,●,X,●,●,●,●,C0P,90AA,I702,53019,55500071,8163,YG01,03N6,88A9,●,●,6078,●,MF02,●,●,X,5G06,●,6914,VK10,N511,AH06,96AI,4907,●,3C05,4711,●,●
野村特別時機非投資等級債券基金,後收月配,美元,1037B008,X,7G11,●,X,●,●,●,●,CP8,41AB,J702,53021,65500047,9746,ZG01,03Z3,0BB2,●,●,8D39,●,MG02,●,●,X,4N07,●,6I12,YD11,P512,HA05,96AJ,DV08,●,3D05,9X11,●,●
野村特別時機非投資等級債券基金,後收月配,人民幣,1037B009,X,7G12,●,X,●,●,●,●,CQ4,41AC,J703,53022,●,9748,ZG02,03Y6,0BB3,●,●,8D40,●,MG03,●,●,X,4N08,●,6I13,●,P513,HA06,96AK,DV09,●,3F03,9X12,●,●
野村特別時機非投資等級債券基金,後收月配,澳幣,1037B010,X,7G13,●,X,●,●,●,●,●,41AD,J704,●,●,9749,●,03Z2,0BB4,●,●,●,●,MG04,●,●,X,4N09,●,6I14,●,●,HA07,●,DV10,●,●,9X13,●,●
野村全球正向效應成長基金,前收累積,新臺幣,10370073,●,X,●,X,2453,●,V,●,●,●,IN62,2066,55500065,●,●,371,8842,●,7757,6079,D661,●,●,●,X,8962,●,●,6565,3444,AO45,52CS,●,●,●,1575,●,●
野村全球正向效應成長基金,前收累積,美元,10370075,●,X,●,X,5535,●,●,●,●,●,D243,2068,65500041,●,●,377,0B42,●,6C45,8D41,K450,●,●,●,X,9J54,●,●,ZB41,DE31,OA48,52CU,●,●,●,9J43,●,●
野村全球正向效應成長基金,前收季配,新臺幣,10370074,●,X,●,X,2454,●,V,●,●,●,IN63,2067,55500066,●,●,●,8843,●,7758,●,D662,●,●,●,X,8963,●,●,6566,3445,AO46,52CT,●,●,●,●,●,●
野村全球正向效應成長基金,前收季配,美元,10370076,●,X,●,X,5536,●,●,●,●,●,D244,2069,65500042,●,●,●,0B43,●,6C46,●,K451,●,●,●,X,9J55,●,●,ZB42,DE32,OA49,52CV,●,●,●,●,●,●
野村全球正向效應成長基金,後收累積,新臺幣,1037B001,●,X,●,X,●,●,●,●,●,●,I703,53023,55500067,●,●,03N5,88B1,●,●,6080,H208,●,●,●,X,5G07,●,●,VK11,N512,●,●,●,●,●,4712,●,●
野村全球正向效應成長基金,後收累積,美元,1037B003,●,X,●,X,●,●,●,●,●,●,J705,53025,65500043,●,●,03Z1,0BB5,●,●,8D42,H209,●,●,●,X,4N10,●,●,YD12,P514,●,●,●,●,●,9X15,●,●
野村全球正向效應成長基金,後收季配,新臺幣,1037B002,●,X,●,X,●,●,●,●,●,●,I704,53024,55500068,●,●,●,88B2,●,●,●,P207,●,●,●,X,5G08,●,●,VK12,N513,●,●,●,●,●,●,●,●
野村全球正向效應成長基金,後收季配,美元,1037B004,●,X,●,X,●,●,●,●,●,●,J706,53026,65500044,●,●,●,0BB6,●,●,●,P208,●,●,●,X,4N11,●,●,YD13,P515,●,●,●,●,●,●,●,●
野村全球基礎建設大未來基金,前收累積,新臺幣,●,●,●,●,X,2457,●,V,●,C0J,●,IN64,2070,●,●,●,374,●,●,7761,●,D656,●,●,●,X,8964,●,7861,6567,3446,AO47,52DF,●,●,3344,1576,X,●
野村全球基礎建設大未來基金,前收累積,美元,●,●,●,●,X,5542,●,●,●,C0K,●,D245,2071,●,●,●,375,●,●,6C51,●,K442,●,●,●,X,9J56,●,7H24,●,DE33,OA50,52DG,●,●,5354,9J45,X,●
野村全球基礎建設大未來基金,前收累積,人民幣,●,●,●,●,X,5543,●,●,●,CL4,●,D246,2072,●,●,●,03M9,●,●,6C52,●,K443,●,●,●,X,9J57,●,7Z26,●,DE34,OA51,52DH,●,●,9206,9J46,X,●
野村全球基礎建設大未來基金,後收累積,新臺幣,●,●,●,●,X,C301,●,●,●,C4O,●,I714,53027,●,●,●,03N9,●,●,●,●,●,●,●,●,X,4N12,●,6915,VK13,N514,AH09,●,●,●,3C03,4713,X,●
野村全球基礎建設大未來基金,後收累積,美元,●,●,●,●,X,D302,●,●,●,CP2,●,J717,53028,●,●,●,03Y8,●,●,●,●,●,●,●,●,X,4N13,●,6I16,YD15,P516,HA10,●,●,●,3D03,9X17,X,●
野村全球基礎建設大未來基金,後收累積,人民幣,●,●,●,●,X,D301,●,●,●,CQ2,●,J718,53029,●,●,●,03Y7,●,●,●,●,●,●,●,●,X,5G09,●,6I17,●,P517,●,●,●,●,3F02,9X18,X,●
野村環球時機多重資產基金,前收累積,新臺幣,●,X,X,●,X,3114,●,V,●,K67,4150,IN67,2076,●,●,●,●,●,●,●,6087,D657,●,●,●,X,8965,●,7862,6568,●,●,●,●,X,3347,1577,X,●
野村環球時機多重資產基金,前收累積,美元,●,X,X,●,X,5544,●,●,●,K69,4151,D250,2078,●,●,●,●,●,●,●,8D50,K444,●,●,●,X,9J58,●,7H25,ZB43,●,●,●,●,X,5357,●,X,●
野村環球時機多重資產基金,前收月配,新臺幣,10370085,X,X,●,X,3115,●,V,●,K68,5775,●,2077,●,●,●,03A1,●,●,●,6088,D658,●,●,●,X,●,●,7863,6569,●,●,●,●,X,3348,1578,X,●
野村環球時機多重資產基金,前收月配,美元,10370086,X,X,●,X,5545,●,●,●,K70,5776,D251,2079,●,●,●,03M6,●,●,●,8D51,K445,●,●,●,X,●,●,7H26,ZB44,●,●,●,●,X,5358,9J47,X,●
野村環球時機多重資產基金,後收累積,新臺幣,1037B011,X,X,●,X,C306,●,●,●,C70,90AD,I717,53031,●,●,●,●,●,●,●,6089,H201,●,●,●,X,●,●,6916,VK16,●,●,●,●,X,3C06,●,X,●
野村環球時機多重資產基金,後收累積,美元,●,X,X,●,X,D306,●,●,●,CP5,90AE,J719,53033,●,●,●,●,●,●,●,8D52,P201,●,●,●,X,●,●,6I18,YD16,●,●,●,●,X,3D06,●,X,●
野村環球時機多重資產基金,後收月配,新臺幣,1037B012,X,X,●,X,C307,●,●,●,C80,41AE,I718,53032,●,●,●,03P1,●,●,●,6090,H202,●,●,●,X,5G10,●,6917,VK17,●,●,●,●,X,3C07,4716,X,●
野村環球時機多重資產基金,後收月配,美元,1037B013,X,X,●,X,D307,●,●,●,CP6,41AF,J720,53034,●,●,●,03Y5,●,●,●,8D53,P202,●,●,●,X,4N14,●,6I19,YD17,●,●,●,●,X,3D07,9X19,X,●
野村策略轉機多重資產基金,前收累積,新臺幣,●,X,X,●,X,2458,●,V,V,K62,●,IN69,●,●,●,●,●,●,●,●,6091,D663,●,●,●,X,8966,●,7864,6570,●,●,●,●,X,●,●,X,●
野村策略轉機多重資產基金,前收累積,美元,●,X,X,●,X,5546,●,●,●,K64,●,D252,●,●,●,●,●,●,●,●,8D54,K452,●,●,●,X,9J59,●,7H27,ZB45,●,●,●,●,X,●,●,X,●
野村策略轉機多重資產基金,前收月配,新臺幣,●,X,X,●,X,2459,●,V,V,K63,●,IN70,●,●,●,●,03A2,●,●,●,6092,D664,●,●,●,X,●,●,7865,6571,●,●,●,●,X,●,●,X,●
野村策略轉機多重資產基金,前收月配,美元,●,X,X,●,X,5547,●,●,●,K65,●,D253,●,●,●,●,03M5,●,●,●,8D55,K453,●,●,●,X,●,●,7H28,ZB46,●,●,●,●,X,●,●,X,●
野村策略轉機多重資產基金,前收月配,人民幣,●,X,X,●,X,●,●,●,●,K66,●,D254,●,●,●,●,●,●,●,●,●,K454,●,●,●,X,9J60,●,7Z27,ZB47,●,●,●,●,X,●,●,X,●
野村策略轉機多重資產基金,後收累積,新臺幣,●,X,X,●,X,●,●,●,●,C50,●,I719,●,●,●,●,●,●,●,●,6093,H210,●,●,●,X,●,●,6918,VK18,●,●,●,●,X,●,●,X,●
野村策略轉機多重資產基金,後收累積,美元,●,X,X,●,X,●,●,●,●,CP3,●,J721,●,●,●,●,●,●,●,●,8D56,P209,●,●,●,X,●,●,6I20,YD18,●,●,●,●,X,●,●,X,●
野村策略轉機多重資產基金,後收月配,新臺幣,●,X,X,●,X,C308,●,●,●,C60,●,I720,●,●,●,●,03P2,●,●,●,6094,H211,●,●,●,X,5G11,●,6919,VK19,●,●,●,●,X,●,●,X,●
野村策略轉機多重資產基金,後收月配,美元,●,X,X,●,X,D308,●,●,●,CP4,●,J722,●,●,●,●,03Y4,●,●,●,8D57,P210,●,●,●,X,4N15,●,6I21,YD19,●,●,●,●,X,●,●,X,●
野村策略轉機多重資產基金,後收月配,人民幣,●,X,X,●,X,●,●,●,●,CQ3,●,J723,●,●,●,●,●,●,●,●,●,P211,●,●,●,X,4N16,●,6I22,YD20,●,●,●,●,X,●,●,X,●
野村全球科技多重資產基金,前收累積,新臺幣,●,X,●,X,X,2460,●,V,V,C1J,X,IN71,2080,X,2164,●,●,●,●,●,6095,D665,●,●,●,X,●,●,7866,6572,●,AO48,52DJ6,●,X,3349,●,X,8148
野村全球科技多重資產基金,前收累積,美元,●,X,●,X,X,5548,●,●,●,C1K,X,D255,2082,X,4750,●,03M4,●,●,●,8D58,K455,●,●,●,X,●,●,7H29,ZB48,●,OA52,52DL8,●,X,5359,●,X,CC56
野村全球科技多重資產基金,前收累積,日幣,●,X,●,X,X,●,●,●,●,●,X,●,●,X,4756,●,●,●,●,●,●,●,●,●,●,X,●,●,●,●,●,●,●,●,X,●,●,X,●
野村全球科技多重資產基金,前收月配,新臺幣,●,X,●,X,X,2461,●,V,V,C2J,X,IN72,2081,X,2165,●,●,●,●,●,6096,●,●,●,●,X,●,●,7867,6573,●,AO49,52DK7,●,X,3350,●,X,8149
野村全球科技多重資產基金,前收月配,美元,●,X,●,X,X,5549,●,●,●,C2K,X,D256,2083,X,4751,●,03M3,●,●,●,8D59,●,●,●,●,X,●,●,7H30,ZB49,●,OA53,52DM9,●,X,5360,●,X,CC57
野村全球科技多重資產基金,前收月配,人民幣,●,X,●,X,X,5550,●,●,●,●,X,D257,2084,X,4752,●,●,●,●,●,8D60,K456,●,●,●,X,●,●,●,ZB50,●,OA54,52DN0,●,X,9207,●,X,CC58
野村全球科技多重資產基金,前收月配,日幣,●,X,●,X,X,5551,●,●,●,CG0,X,D258,●,X,4753,●,●,●,●,●,8D61,K457,●,●,●,X,●,●,7Z28,ZB51,●,OA55,52DO1,●,X,3J01,●,X,CC59
野村全球科技多重資產基金,後收累積,新臺幣,●,X,●,X,X,C309,●,●,●,C3P,X,I721,53035,X,8164,●,●,●,●,●,6097,●,●,●,●,X,●,●,6920,VK20,●,AH13,96AL,●,X,3C09,●,X,Z506
野村全球科技多重資產基金,後收累積,美元,●,X,●,X,X,D309,●,●,●,C1S,X,J724,53037,X,9750,●,03Y3,●,●,●,8D62,●,●,●,●,X,●,●,6I23,YD21,●,HA14,●,●,X,3D08,●,X,Y508
野村全球科技多重資產基金,後收累積,日幣,●,X,●,X,X,●,●,●,●,●,X,●,●,X,9756,●,●,●,●,●,●,●,●,●,●,X,●,●,●,●,●,●,●,●,X,●,●,X,●
野村全球科技多重資產基金,後收月配,新臺幣,●,X,●,X,X,C310,●,●,●,C4P,X,I722,53036,X,8165,●,●,●,●,●,6098,●,●,●,●,X,●,●,6921,VK21,●,AH14,96AM,●,X,3C10,●,X,Z507
野村全球科技多重資產基金,後收月配,美元,●,X,●,X,X,D310,●,●,●,C2S,X,J725,53038,X,9751,●,03Y2,●,●,●,8D63,●,●,●,●,X,●,●,6I24,YD22,●,HA15,96AN,●,X,3D09,●,X,Y509
野村全球科技多重資產基金,後收月配,人民幣,●,X,●,X,X,D311,●,●,●,●,X,J726,53039,X,9752,●,●,●,●,●,8D64,●,●,●,●,X,●,●,●,YD23,●,HA16,96AO,●,X,3F04,●,X,Y510
野村全球科技多重資產基金,後收月配,日幣,●,X,●,X,X,D312,●,●,●,CV0,X,J727,●,X,9753,●,●,●,●,●,8D65,●,●,●,●,X,●,●,6I25,YD24,●,HA17,96AP,●,X,3.00E+01,●,X,Y511
野村全天候組合基金,前收累積,新臺幣,●,X,X,●,X,2462,●,X,X,K79,X,IN73,●,●,●,●,●,8833,●,●,6099,●,●,●,●,X,●,●,●,6574,●,●,52DP2,●,X,●,●,X,●
野村全天候組合基金,前收月配,新臺幣,●,X,X,5883,X,2463,●,X,X,K80,X,IN74,●,●,●,●,●,8834,●,●,6100,●,●,●,●,X,●,●,●,6575,●,●,52DQ3,●,X,●,●,X,●
野村全天候組合基金,前收累積,美元,●,X,X,●,X,5552,●,X,X,C3K,X,D259,●,●,●,●,●,0B44,●,●,8D66,●,●,●,●,X,●,●,●,ZB52,●,●,●,●,X,●,●,X,●
野村全天候組合基金,前收月配,美元,●,X,X,●,X,5553,●,X,X,C4K,X,D260,●,●,●,●,●,0B45,●,●,8D67,●,●,●,●,X,●,●,●,ZB53,●,●,52DR4,●,X,●,●,X,●
野村全天候組合基金,前收月配,南非幣,●,X,X,●,X,5554,●,X,X,●,X,●,●,●,●,●,●,0B46,●,●,●,●,●,●,●,X,●,●,●,ZB54,●,●,52DS5,●,X,●,●,X,●
野村全天候組合基金,後收累積,新臺幣,●,X,X,●,X,C311,●,X,X,C5P,X,I723,●,●,●,●,●,88B5,●,●,6101,●,●,●,●,X,●,●,●,VK22,●,●,96AA,●,X,●,●,X,●
野村全天候組合基金,後收月配,新臺幣,●,X,X,●,X,C312,●,X,X,C6P,X,I724,●,●,●,●,●,88B6,●,●,6102,●,●,●,●,X,●,●,●,VK23,●,●,96AB,●,X,●,●,X,●
野村全天候組合基金,後收累積,美元,●,X,X,●,X,D313,●,X,X,C3S,X,J728,●,●,●,●,●,0BB8,●,●,8D68,●,●,●,●,X,●,●,●,YD25,●,●,●,●,X,●,●,X,●
野村全天候組合基金,後收月配,美元,●,X,X,●,X,D314,●,X,X,C4S,X,J729,●,●,●,●,●,0BB9,●,●,8D69,●,●,●,●,X,●,●,●,YD26,●,●,96AC,●,X,●,●,X,●
野村全天候環球債券基金,前收累積,新臺幣,●,●,X,X,X,2464,●,●,V,●,X,IN75,●,●,●,●,●,●,●,●,6103,●,●,●,●,X,●,●,7868,6576,5715,●,52DT,●,,●,●,X,●
野村全天候環球債券基金,前收月配,新臺幣,●,●,X,X,X,2465,●,●,V,●,X,IN76,●,●,●,●,●,●,●,●,6104,●,●,●,●,X,●,●,7869,6577,5716,●,52DU,●,,●,●,X,●
野村全天候環球債券基金,前收累積,美元,●,●,X,X,X,5555,●,●,●,●,X,D261,●,●,●,●,●,●,●,●,8D70,●,●,●,●,X,●,●,7H31,ZB55,DE35,●,52DV,●,,●,●,X,●
野村全天候環球債券基金,前收月配,美元,●,●,X,X,X,5556,●,●,●,●,X,D262,●,●,●,●,●,●,●,●,8D71,●,●,●,●,X,●,●,7H32,ZB56,DE36,●,52DW,●,,●,●,X,●
野村全天候環球債券基金,前收月配,日幣,●,●,X,X,X,5557,●,●,●,●,X,D263,●,●,●,●,●,●,●,●,8D72,●,●,●,●,X,●,●,7Z29,ZB57,DE37,●,52DX,●,,●,●,X,●
野村全天候環球債券基金,後收累積,新臺幣,●,●,X,X,X,C313,●,●,●,●,X,I725,●,●,●,●,●,●,●,●,6105,●,●,●,●,X,●,●,6922,VK24,N515,●,96AU,●,,●,●,X,●
野村全天候環球債券基金,後收月配,新臺幣,●,●,X,X,X,C314,●,●,●,●,X,I726,●,●,●,●,●,●,●,●,6106,●,●,●,●,X,●,●,6923,VK25,N516,●,96AV,●,,●,●,X,●
野村全天候環球債券基金,後收累積,美元,●,●,X,X,X,D315,●,●,●,●,X,J730,●,●,●,●,●,●,●,●,8D73,●,●,●,●,X,●,●,6I26,YD27,P518,●,96AW,●,,●,●,X,●
野村全天候環球債券基金,後收月配,美元,●,●,X,X,X,D316,●,●,●,●,X,J731,●,●,●,●,●,●,●,●,8D74,●,●,●,●,X,●,●,6I27,YD28,P519,●,96AX,●,,●,●,X,●
野村全天候環球債券基金,後收月配,日幣,●,●,X,X,X,D317,●,●,●,●,X,J732,●,●,●,●,●,●,●,●,8D75,●,●,●,●,X,●,●,6I28,YD29,P520,●,96AY,●,,●,●,X,●
野村臺灣創新科技50 ETF連結基金,前收累積,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,52DY1,X,X,X,X,X,X
野村臺灣創新科技50 ETF連結基金,前收半年配,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,52DZ2,X,X,X,X,X,X
野村美國增長股票ETF組合基金,前收累積,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,52EA8,X,X,X,X,X,X
野村美國增長股票ETF組合基金,前收月配,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,52EB9,X,X,X,X,X,X
野村美國增長股票ETF組合基金,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,52EC0,X,X,X,X,X,X
野村美國增長股票ETF組合基金,前收月配,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,52ED1,X,X,X,X,X,X
野村美國增長股票ETF組合基金,後收月配,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,96BA9,X,X,X,X,X,X
野村美國增長股票ETF組合基金,後收月配,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,96BB0,X,X,X,X,X,X
野村混合資本公司債券私募基金,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,7Q01(OBU),X,X,X,X,X,X,X,X,X,X
野村混合資本公司債券私募基金,前收月配,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,7Q02(OBU),X,X,X,X,X,X,X,X,X,X
野村混合資本公司債券私募基金,後收月配,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,7R01(OBU),X,X,X,X,X,X,X,X,X,X
